Company,Inches,ScreenResolution,Cpu_Company,Ram_in_GB,Memory,OpSys,Price,ScreenType,Gpu_Model,Cpu_Model,Memory_Type,Company_freq,Ram_in_GB_freq,Inches_freq,Memory_freq,Gpu_Company_orig,Gpu_Company_Amd,Gpu_Company_Arm,Gpu_Company_Intel,Gpu_Company_Nvidia,OpSys_freq,ScreenType_Full HD ,ScreenType_IPS Panel ,ScreenType_IPS Panel Full HD ,ScreenType_IPS Panel Quad HD,ScreenType_IPS Panel Retina Display ,ScreenType_IPS Panel Touchscreen ,ScreenType_QHD ,ScreenType_Quad HD,ScreenType_Regular,ScreenType_Touchscreen ,Gpu_Model_freq,ScreenResolution_freq
Dell,15.6,1920x1080,Intel,16,256GB,Windows 10,149916.6,Full HD ,GeForce GTX 1070,Core i7 7820HK 2.9GHz,SSD +  1TB HDD,301,216,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,30,809
HP,15.6,1366x768,Intel,4,500GB,Windows 10,32639.86,Regular,Radeon 520,Core i5 7200U 2.5GHz,HDD,279,375,677,132,Amd,1,0,0,0,1065,0,0,0,0,0,0,0,0,1,0,17,282
Dell,15.6,1366x768,Intel,4,1TB,Windows 10,29073.3,Regular,Radeon R5 M430,Core i3 6006U 2GHz,HDD,301,375,677,260,Amd,1,0,0,0,1065,0,0,0,0,0,0,0,0,1,0,20,282
HP,17.3,1920x1080,AMD,6,2TB,Windows 10,30316.32,IPS Panel Full HD ,Radeon R7 M440,A10-Series 9600P 2.4GHz,HDD,279,41,171,21,Amd,1,0,0,0,1065,0,0,1,0,0,0,0,0,0,0,2,809
Lenovo,15.6,1366x768,Intel,4,500GB,Windows 10,16943.04,Regular,HD Graphics 510,Celeron Dual Core 3855U 1.6GHz,HDD,301,375,677,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,4,282
Acer,14.0,1366x768,Intel,4,32GB,Chrome OS,19980.0,Regular,HD Graphics 510,Celeron Dual Core 3855U 1.6GHz,Flash Storage,107,375,199,45,Intel,0,0,1,0,27,0,0,0,0,0,0,0,0,1,0,4,282
Lenovo,14.0,1920x1080,Intel,4,256GB,Windows 10,37242.72,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,375,199,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
HP,17.3,1920x1080,Intel,8,500GB,Windows 10,101657.71,Full HD ,Quadro M1200,Core i7 7700HQ 2.8GHz,HDD,279,619,171,132,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,9,809
Lenovo,14.0,2560x1440,Intel,8,256GB,Windows 10,137995.2,Touchscreen ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,301,619,199,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,0,1,270,27
Toshiba,13.3,1920x1080,Intel,8,256GB,Windows 10,51841.44,IPS Panel Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,48,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Acer,11.6,1366x768,Intel,4,32GB,Windows 10,14332.32,Regular,HD Graphics,Celeron Dual Core N3050 1.6GHz,Flash Storage,107,375,33,45,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,29,282
Lenovo,14.0,1920x1080,Intel,16,512GB,Windows 10,93186.72,Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,301,216,199,145,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Asus,12.5,1920x1080,Intel,4,64GB,Chrome OS,35644.32,Full HD ,HD Graphics 515,Core M M3-6Y30 0.9GHz,Flash Storage,160,375,39,17,Intel,0,0,1,0,27,1,0,0,0,0,0,0,0,0,0,15,809
Toshiba,13.3,1920x1080,Intel,16,512GB,Windows 10,100006.56,Full HD ,HD Graphics 520,Core i7 6500U 2.5GHz,SSD,48,216,164,145,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
HP,15.6,1920x1080,Intel,4,500GB,Windows 10,36709.92,IPS Panel Full HD ,Radeon 530,Core i7 7500U 2.7GHz,HDD,279,375,677,132,Amd,1,0,0,0,1065,0,0,1,0,0,0,0,0,0,0,41,809
Dell,15.6,1920x1080,Intel,8,1TB,Windows 10,43636.32,Full HD ,GeForce GTX 1050,Core i5 7300HQ 2.5GHz,HDD,301,619,677,260,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,61,809
Lenovo,15.6,1920x1080,AMD,4,256GB,Windows 10,21258.72,Full HD ,Radeon 530,A9-Series 9420 2.9GHz,SSD,301,375,677,508,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,41,809
Lenovo,15.6,1366x768,AMD,8,1TB,Windows 10,22857.12,Regular,Radeon R7,A12-Series 9720P 3.6GHz,HDD,301,619,677,260,Amd,1,0,0,0,1065,0,0,0,0,0,0,0,0,1,0,1,282
Lenovo,15.6,1920x1080,Intel,4,1TB,Windows 10,33110.86,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,HDD +  1TB HDD,301,375,677,260,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Dell,15.6,1920x1080,Intel,8,256GB,Windows 10,42357.6,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,677,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Acer,13.3,1920x1080,Intel,8,256GB,Windows 10,53226.72,IPS Panel Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,SSD,107,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,68,809
Lenovo,15.6,1920x1080,Intel,16,512GB,Windows 7,98834.4,Full HD ,Quadro M520M,Core i7 6500U 2.5GHz,SSD,301,216,677,145,Nvidia,0,0,0,1,43,1,0,0,0,0,0,0,0,0,0,2,809
Lenovo,14.0,1920x1080,Intel,8,256GB,Windows 10,63456.48,Full HD ,HD Graphics 520,Core i5 6300HQ 2.3GHz,SSD,301,619,199,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
HP,17.3,1920x1080,AMD,6,2TB,Windows 10,34898.93,IPS Panel Full HD ,Radeon 530,A10-Series 9620P 2.5GHz,HDD,279,41,171,21,Amd,1,0,0,0,1065,0,0,1,0,0,0,0,0,0,0,41,809
Lenovo,15.6,1920x1080,Intel,8,128GB,Windows 10,66546.72,IPS Panel Full HD ,GeForce GTX 1050 Ti,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,301,619,677,177,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,27,809
Dell,14.0,1920x1080,Intel,8,256GB,Linux,58021.92,Full HD ,GeForce 930MX,Core i5 7440HQ 2.8GHz,SSD,301,619,199,508,Nvidia,0,0,0,1,62,1,0,0,0,0,0,0,0,0,0,20,809
Dell,15.6,1920x1080,Intel,8,1TB,Linux,38681.28,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,HDD,301,619,677,260,Intel,0,0,1,0,62,1,0,0,0,0,0,0,0,0,0,270,809
Asus,14.0,1920x1080,Intel,4,32GB,Windows 10,15877.44,Full HD ,HD Graphics 500,Celeron Dual Core N3350 1.1GHz,Flash Storage,160,375,199,45,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,36,809
Dell,15.6,1920x1080,Intel,16,512GB,Windows 10,76012.44,Full HD ,HD Graphics 620,Core i5 7300U 2.6GHz,SSD,301,216,677,145,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Lenovo,14.0,1920x1080,Intel,8,256GB,Windows 10,45664.69,IPS Panel Full HD ,GeForce 920MX,Core i5 7200U 2.5GHz,SSD,301,619,199,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,10,809
Dell,15.6,1920x1080,Intel,8,256GB,Windows 10,62817.12,Full HD ,HD Graphics 620,Core i5 7300U 2.6GHz,SSD,301,619,677,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Lenovo,15.6,1366x768,AMD,4,500GB,Windows 10,15877.44,Regular,Radeon R4,A6-Series 7310 2GHz,HDD,301,375,677,132,Amd,1,0,0,0,1065,0,0,0,0,0,0,0,0,1,0,3,282
Mediacom,14.0,1920x1200,Intel,4,32GB,Windows 10,14119.2,IPS Panel Full HD ,HD Graphics 400,Atom Z8350 1.92GHz,HDD,7,375,199,45,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,34,5
HP,17.3,1920x1080,Intel,8,256GB,Windows 10,63936.0,Full HD ,GeForce 930MX,Core i7 7500U 2.7GHz,SSD,279,619,171,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,20,809
Lenovo,14.0,2560x1440,Intel,8,512GB,Windows 10,89864.18,IPS Panel Quad HD,HD Graphics 520,Core i7 6500U 2.5GHz,SSD,301,619,199,145,Intel,0,0,1,0,1065,0,0,0,1,0,0,0,0,0,0,170,27
HP,13.3,1366x768,Intel,8,256GB,Windows 10,44574.05,IPS Panel Touchscreen ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,279,619,164,508,Intel,0,0,1,0,1065,0,0,0,0,0,1,0,0,0,0,270,282
Lenovo,14.0,1920x1080,Intel,8,256GB,Windows 10,79866.72,IPS Panel Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,199,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Dell,17.3,3840x2160,Intel,32,1TB,Windows 10,194972.83,Regular,GeForce GTX 1070,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,301,31,171,260,Nvidia,0,0,0,1,1065,0,0,0,0,0,0,0,0,1,0,30,43
MSI,17.3,1920x1080,Intel,8,128GB,Windows 10,71847.01,Full HD ,GeForce GTX 1050 Ti,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,59,619,171,177,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,27,809
Dell,15.6,1920x1080,Intel,8,128GB,Windows 10,38308.32,Full HD ,Radeon 530,Core i5 8250U 1.6GHz,SSD +  1TB HDD,301,619,677,177,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,41,809
Dell,13.3,1920x1080,Intel,4,1TB,Windows 10,34578.72,Full HD ,HD Graphics 620,Core i3 7100U 2.4GHz,HDD,301,375,164,260,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Dell,15.6,1366x768,Intel,8,1TB,Linux,31409.63,Regular,Radeon R7 M445,Core i5 7200U 2.5GHz,HDD,301,619,677,260,Amd,1,0,0,0,62,0,0,0,0,0,0,0,0,1,0,14,282
HP,15.6,1920x1080,AMD,4,1TB,Windows 10,26053.92,Full HD ,Radeon 520,A9-Series 9420 3GHz,HDD,279,375,677,260,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,17,809
Acer,17.3,1920x1080,Intel,16,128GB,Windows 10,103096.8,IPS Panel Full HD ,GeForce GTX 1060,Core i7 6700HQ 2.6GHz,SSD +  1TB HDD,107,216,171,177,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,45,809
Dell,15.6,1366x768,Intel,12,1TB,Windows 10,34578.72,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,HDD,301,25,677,260,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
HP,15.6,1920x1080,AMD,6,128GB,Windows 10,34632.0,Full HD ,Radeon 520,A9-Series A9-9420 3GHz,SSD +  1TB HDD,279,41,677,177,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,17,809
Acer,15.6,1366x768,Intel,4,500GB,Windows 10,29783.52,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,HDD,107,375,677,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Lenovo,13.3,1920x1080,Intel,8,256GB,Windows 10,51148.8,IPS Panel Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Lenovo,15.6,1920x1080,Intel,4,1TB,Windows 10,41505.12,Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,HDD,301,375,677,260,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
HP,15.6,1920x1080,Intel,16,256GB,Windows 10,128884.32,Full HD ,Quadro M2200,Core i7 7700HQ 2.8GHz,SSD,279,216,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,2,809
Dell,13.3,1920x1080,Intel,8,1TB,Windows 10,35111.52,Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,HDD,301,619,164,260,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,68,809
MSI,15.6,1920x1080,Intel,16,256GB,Windows 10,111593.89,Full HD ,GeForce GTX 1060,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,59,216,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,45,809
Acer,15.6,1366x768,Intel,4,500GB,Windows 10,21887.42,Regular,HD Graphics 520,Core i3 6006U 2GHz,HDD,107,375,677,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
Dell,15.6,1920x1080,Intel,8,128GB,Windows 10,64308.96,Full HD ,GeForce 940MX,Core i7 7500U 2.7GHz,SSD +  1TB HDD,301,619,677,177,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,38,809
Dell,15.6,1366x768,Intel,8,256GB,Windows 10,35431.2,Regular,HD Graphics 520,Core i3 6006U 2GHz,SSD,301,619,677,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
Toshiba,14.0,1920x1080,Intel,8,256GB,Windows 10,81784.8,IPS Panel Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,48,619,199,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Lenovo,14.0,1920x1080,Intel,8,256GB,Windows 10,53226.72,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,199,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Lenovo,15.6,3840x2160,Intel,16,1TB,Windows 10,175770.72,IPS Panel ,Quadro M520M,Core i7 7600U 2.8GHz,SSD,301,216,677,260,Nvidia,0,0,0,1,1065,0,1,0,0,0,0,0,0,0,0,2,43
Acer,14.0,1366x768,Intel,2,32GB,Chrome OS,17582.4,Regular,HD Graphics 400,Celeron Dual Core N3060 1.6GHz,Flash Storage,107,22,199,45,Intel,0,0,1,0,27,0,0,0,0,0,0,0,0,1,0,34,282
Samsung,13.3,1920x1080,Intel,16,256GB,Windows 10,87858.72,Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,9,216,164,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
HP,15.6,1920x1080,Intel,8,256GB,Windows 10,28717.92,Full HD ,HD Graphics 520,Core i3 6006U 2GHz,SSD,279,619,677,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
Dell,14.0,1366x768,Intel,8,256GB,Windows 10,60031.11,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,199,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
HP,17.3,1920x1080,Intel,16,256GB,Windows 7,233845.92,IPS Panel Full HD ,Quadro M2000M,Xeon E3-1535M v5 2.9GHz,SSD,279,216,171,508,Nvidia,0,0,0,1,43,0,0,1,0,0,0,0,0,0,0,2,809
Lenovo,11.6,1366x768,Intel,4,128GB,Windows 10,25308.0,Touchscreen ,HD Graphics 400,Celeron Dual Core N3060 1.6GHz,SSD,301,375,33,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,0,1,34,282
HP,15.6,1920x1080,Intel,8,256GB,Windows 10,101232.0,Full HD ,HD Graphics 520,Core i5 6300U 2.4GHz,SSD,279,619,677,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
Lenovo,14.0,1920x1080,Intel,4,180GB,Windows 10,58394.88,Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,301,375,199,5,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
Asus,15.6,1366x768,Intel,4,256GB,Windows 10,45282.67,Regular,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,160,375,677,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Lenovo,13.3,3200x1800,Intel,8,256GB,Windows 10,63882.72,IPS Panel Quad HD,HD Graphics 540,Core i5 6260U 1.8GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,0,0,0,1,0,0,0,0,0,0,1,27
HP,15.6,1920x1080,Intel,8,128GB,Windows 10,58554.72,IPS Panel Full HD ,GeForce GTX 1050,Core i5 7300HQ 2.5GHz,SSD +  1TB HDD,279,619,677,177,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,61,809
HP,15.6,1920x1080,Intel,8,256GB,Windows 7,83170.08,Full HD ,Quadro M1000M,Core i7 6700HQ 2.6GHz,SSD,279,619,677,508,Nvidia,0,0,0,1,43,1,0,0,0,0,0,0,0,0,0,4,809
Dell,15.6,3840x2160,Intel,16,256GB,Windows 10,152859.79,IPS Panel ,GeForce GTX 1070,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,301,216,677,508,Nvidia,0,0,0,1,1065,0,1,0,0,0,0,0,0,0,0,30,43
Acer,15.6,1366x768,Intel,4,256GB,Windows 10,31914.72,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,107,375,677,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Lenovo,15.6,1920x1080,Intel,8,128GB,Windows 10,55837.44,IPS Panel Full HD ,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,301,619,677,177,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,61,809
Dell,12.5,1920x1080,Intel,16,256GB,Windows 10,99047.52,Full HD ,HD Graphics 620,Core i7 7600U 2.8GHz,SSD,301,216,39,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Google,12.3,2400x1600,Intel,8,256GB,Chrome OS,83063.52,Touchscreen ,HD Graphics 615,Core i5 7Y57 1.2GHz,SSD,3,619,5,508,Intel,0,0,1,0,27,0,0,0,0,0,0,0,0,0,1,14,4
Asus,13.3,3200x1800,Intel,8,256GB,Windows 10,60153.12,IPS Panel Quad HD,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,160,619,164,508,Intel,0,0,1,0,1065,0,0,0,1,0,0,0,0,0,0,270,27
Dell,13.3,1366x768,Intel,4,500GB,Windows 10,45234.72,Regular,HD Graphics 520,Core i3 6006U 2GHz,HDD,301,375,164,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
Acer,13.3,1366x768,Intel,4,128GB,Windows 10,34898.4,Regular,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,107,375,164,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
Asus,17.3,1366x768,Intel,4,1TB,Windows 10,25059.72,Regular,GeForce 920MX,Pentium Quad Core N4200 1.1GHz,HDD,160,375,171,260,Nvidia,0,0,0,1,1065,0,0,0,0,0,0,0,0,1,0,10,282
Dell,15.6,3840x2160,Intel,16,128GB,Windows 10,58554.72,IPS Panel Touchscreen ,GeForce GTX 960M,Core i7 6700HQ 2.6GHz,SSD +  1TB HDD,301,216,677,177,Nvidia,0,0,0,1,1065,0,0,0,0,0,1,0,0,0,0,14,43
Samsung,13.3,1920x1080,Intel,8,256GB,Windows 10,85194.72,Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,9,619,164,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Acer,15.6,1366x768,Intel,4,1TB,Linux,15877.44,Regular,HD Graphics 505,Pentium Quad Core N4200 1.1GHz,HDD,107,375,677,260,Intel,0,0,1,0,62,0,0,0,0,0,0,0,0,1,0,11,282
Dell,15.6,1920x1080,Intel,16,256GB,Windows 10,62938.07,Full HD ,Radeon R7 M445,Core i7 7500U 2.7GHz,SSD,301,216,677,508,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,14,809
Samsung,15.0,1920x1080,Intel,16,256GB,Windows 10,95850.72,Full HD ,Radeon 540,Core i7 7500U 2.7GHz,SSD,9,216,4,508,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,1,809
Toshiba,14.0,1366x768,Intel,4,128GB,Windows 10,54345.6,IPS Panel ,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,48,375,199,177,Intel,0,0,1,0,1065,0,1,0,0,0,0,0,0,0,0,170,282
Dell,15.6,1920x1080,Intel,8,1TB,Windows 10,58554.72,Full HD ,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,HDD,301,619,677,260,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,61,809
HP,12.5,1366x768,Intel,4,256GB,Windows 10,66280.32,Regular,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,279,375,39,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
Asus,15.6,1920x1080,Intel,12,2TB,Windows 10,44701.92,Full HD ,GeForce 940MX,Core i7 7500U 2.7GHz,HDD,160,25,677,21,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,38,809
Lenovo,15.6,3840x2160,Intel,16,512GB,Windows 7,126273.6,Regular,Quadro M2000M,Core i7 6820HQ 2.7GHz,SSD,301,216,677,145,Nvidia,0,0,0,1,43,0,0,0,0,0,0,0,0,1,0,2,43
Acer,14.0,1920x1080,Intel,4,128GB,Windows 10,33886.08,IPS Panel Full HD ,HD Graphics 620,Core i3 7100U 2.4GHz,SSD,107,375,199,177,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Razer,14.0,1920x1080,Intel,16,512GB,Windows 10,154458.72,Full HD ,GeForce GTX 1060,Core i7 7700HQ 2.8GHz,SSD,9,216,199,145,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,45,809
Asus,15.6,1920x1080,Intel,8,128GB,Windows 10,31003.63,Regular,HD Graphics 505,Pentium Dual Core N4200 1.1GHz,SSD,160,619,677,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,11,809
Dell,17.3,1920x1080,Intel,32,1TB,Windows 10,191211.26,IPS Panel Full HD ,GeForce GTX 1070M,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,301,31,171,260,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,1,809
Asus,17.3,1920x1080,Intel,16,256GB,Windows 10,125208.0,IPS Panel Full HD ,GeForce GTX 1070,Core i7 6700HQ 2.6GHz,SSD +  1TB HDD,160,216,171,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,30,809
Toshiba,14.0,1920x1080,Intel,16,512GB,Windows 10,93985.92,IPS Panel Full HD ,GeForce 930M,Core i7 6600U 2.6GHz,SSD,48,216,199,145,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,6,809
Lenovo,14.0,1920x1080,Intel,16,512GB,Windows 10,122490.72,Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,301,216,199,145,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
MSI,14.0,1920x1080,Intel,16,256GB,Windows 10,100752.48,IPS Panel Full HD ,GeForce GTX 1060,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,59,216,199,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,45,809
MSI,15.6,1920x1080,Intel,8,128GB,Windows 10,58021.92,Full HD ,GeForce GTX 1050,Core i5 7300HQ 2.5GHz,SSD +  1TB HDD,59,619,677,177,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,61,809
Lenovo,15.6,1920x1080,Intel,4,1TB,Windows 10,53226.72,IPS Panel Full HD ,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,HDD,301,375,677,260,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,61,809
Acer,17.3,1920x1080,Intel,16,256GB,Windows 10,122490.72,IPS Panel Full HD ,GeForce GTX 1060,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,107,216,171,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,45,809
Dell,15.6,1920x1080,Intel,8,256GB,Windows 10,52480.8,Full HD ,GeForce GTX 1050,Core i5 7300HQ 2.5GHz,SSD,301,619,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,61,809
Asus,15.6,1920x1080,Intel,8,128GB,Windows 10,71341.92,Full HD ,GeForce GTX1060,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,160,619,677,177,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,1,809
Vero,14.0,1920x1080,Intel,4,32GB,Windows 10,10810.51,Regular,HD Graphics 500,Celeron Dual Core N3350 1.1GHz,Flash Storage,4,375,199,45,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,36,809
Lenovo,13.3,1920x1080,Intel,8,512GB,Windows 10,104961.6,IPS Panel Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,301,619,164,145,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Lenovo,15.6,1920x1080,Intel,8,256GB,Windows 10,51095.52,Full HD ,Radeon R7 M460,Core i5 7200U 2.5GHz,SSD,301,619,677,508,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,1,809
Apple,12.0,2304x1440,Intel,8,512GB,Mac OS X,62071.2,IPS Panel Retina Display ,HD Graphics 5300,Core M 1.2GHz,Flash Storage,21,619,6,145,Intel,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,2,6
Lenovo,14.0,2560x1440,Intel,8,256GB,Windows 10,124142.4,IPS Panel Touchscreen ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,199,508,Intel,0,0,1,0,1065,0,0,0,0,0,1,0,0,0,0,270,27
Asus,14.0,1366x768,Intel,4,32GB,Windows 10,15930.72,Regular,HD Graphics 500,Celeron Dual Core N3350 1.1GHz,Flash Storage,160,375,199,45,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,36,282
Dell,15.6,1366x768,Intel,8,128GB,Windows 10,43156.8,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,677,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Lenovo,13.9,1920x1080,Intel,8,256GB,Windows 10,71874.72,IPS Panel Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,301,619,6,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Dell,15.6,1920x1080,Intel,8,256GB,Windows 10,39373.92,Full HD ,Radeon R5 M420X,Core i3 6006U 2GHz,SSD,301,619,677,508,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,3,809
HP,15.6,1920x1080,Intel,8,256GB,Windows 10,110017.87,Full HD ,Quadro M2200,Core i7 7700HQ 2.8GHz,SSD,279,619,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,2,809
